filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
classics.0000.wav,-184.8776092529297,79.00260925292969,10.519304275512695,60.232486724853516,12.469742774963379,1.312487244606018,-26.9906005859375,10.58062744140625,1.4693008661270142,-1.662387728691101,-1.9465113878250122,-1.6875755786895752,-13.123522758483887,7.153755187988281,-8.990525245666504,-2.809040069580078,5.919305801391602,-9.779666900634766,4.982443809509277,-0.09273378551006317,classics
classics.0001.wav,-174.72706604003906,81.36734771728516,7.058578968048096,58.49969482421875,14.398460388183594,-1.0345544815063477,-27.49097442626953,9.8632173538208,-0.844980776309967,-7.235921859741211,-5.880211353302002,-0.004577919840812683,-11.855300903320312,8.326637268066406,-13.37802505493164,-2.3992788791656494,2.8494787216186523,-11.052983283996582,2.0895020961761475,-4.64811372756958,classics
classics.0002.wav,-196.20309448242188,81.53512573242188,-2.360935688018799,55.45167541503906,15.655229568481445,2.439495086669922,-21.246862411499023,11.788276672363281,2.5741384029388428,-8.193528175354004,-6.846805095672607,-1.222357153892517,-10.994132995605469,9.278647422790527,-9.094082832336426,-0.9807994961738586,4.2955756187438965,-8.474358558654785,1.6261051893234253,-5.304527282714844,classics
classics.0003.wav,-181.06837463378906,78.45783233642578,5.191394329071045,54.220489501953125,10.671792984008789,5.916991233825684,-19.43923568725586,11.297346115112305,-0.6503600478172302,-6.499762058258057,-5.242004871368408,1.0454492568969727,-12.503992080688477,7.315007209777832,-8.013285636901855,-3.7872557640075684,2.703106641769409,-6.6545281410217285,0.42106157541275024,-6.689747333526611,classics
classics.0004.wav,-174.56724548339844,82.25218963623047,6.742644786834717,58.5091552734375,14.018556594848633,-0.8212043642997742,-28.966102600097656,9.986929893493652,-0.4136541485786438,-8.564717292785645,-5.4658613204956055,0.4796406626701355,-10.99060344696045,9.831510543823242,-13.619832992553711,-2.476668357849121,1.996817708015442,-14.20164966583252,2.013363838195801,-5.145618438720703,classics
classics.0005.wav,-199.21221923828125,81.79879760742188,-2.774278163909912,55.12130355834961,14.227743148803711,3.14611554145813,-17.351619720458984,14.72052001953125,5.5991291999816895,-7.517831802368164,-7.295747756958008,-2.9697134494781494,-11.982659339904785,11.961263656616211,-6.7733283042907715,-1.9208688735961914,4.388728141784668,-7.202359199523926,1.4573733806610107,-3.1699116230010986,classics
classics.0006.wav,-178.35031127929688,81.96035766601562,8.650077819824219,54.97669219970703,10.236061096191406,0.17859669029712677,-24.12381362915039,10.806403160095215,0.9793252348899841,-5.934511184692383,-4.841940879821777,1.1461557149887085,-13.1357421875,10.415177345275879,-9.845418930053711,-4.170949459075928,1.3286293745040894,-9.483792304992676,3.009150743484497,-5.347905158996582,classics
classics.0007.wav,-181.8743133544922,84.67154693603516,6.74410343170166,58.51955032348633,14.557039260864258,-3.606390953063965,-29.288497924804688,9.218548774719238,-0.016119971871376038,-7.912562370300293,-6.662675380706787,-0.14583292603492737,-11.710092544555664,9.626506805419922,-12.643878936767578,-3.3528659343719482,3.3880927562713623,-13.021219253540039,4.243027687072754,-5.6841607093811035,classics
classics.0008.wav,-98.06877136230469,59.49248123168945,1.4220609664916992,19.035255432128906,9.32099723815918,6.974569797515869,-6.464458465576172,10.016633987426758,2.7046351432800293,3.316524028778076,-4.4900994300842285,1.4756007194519043,-4.485705852508545,-0.5671425461769104,-5.635916233062744,1.526196002960205,-6.112853050231934,-3.6580300331115723,-5.1873674392700195,-3.230685234069824,classics
classics.0009.wav,-76.51823425292969,60.47726821899414,8.614237785339355,19.591686248779297,6.105313777923584,8.900896072387695,-1.082324504852295,8.290960311889648,-4.970767021179199,1.8277044296264648,-2.426102876663208,-0.7000739574432373,-7.603000640869141,-1.2490370273590088,-8.932374954223633,0.6483367681503296,-5.349283218383789,-4.818084239959717,-4.305842399597168,-0.9616714715957642,classics
classics.0010.wav,-78.50406646728516,58.896095275878906,7.13057279586792,21.864713668823242,11.845355987548828,9.814990043640137,-3.527189016342163,9.10071086883545,-2.0653998851776123,1.9593641757965088,-3.8056819438934326,0.10050153732299805,-6.5290846824646,-0.44106221199035645,-8.772149085998535,1.097388505935669,-4.641813278198242,-5.348995208740234,-5.854799270629883,-2.916281223297119,classics
classics.0011.wav,-68.91141510009766,59.871185302734375,-2.725166082382202,19.915897369384766,9.121240615844727,7.39007043838501,-5.717650890350342,10.234399795532227,0.04551934078335762,1.877213716506958,-4.213269233703613,1.4927740097045898,-6.280414581298828,-0.7145496010780334,-6.413100242614746,0.09085075557231903,-5.045591354370117,-2.5949888229370117,-5.120523929595947,-2.044191837310791,classics
classics.0012.wav,-68.24639892578125,58.86488723754883,3.010251045227051,20.217241287231445,7.984558582305908,7.949139595031738,-2.1140542030334473,8.305436134338379,-7.367176055908203,3.2244839668273926,-0.05298198387026787,-2.8798739910125732,-7.50292444229126,2.501600980758667,-8.763360977172852,0.13584357500076294,-6.9636311531066895,-8.657598495483398,-9.127825736999512,-2.641096353530884,classics
classics.0013.wav,-66.29573059082031,62.33870315551758,5.389141082763672,51.25968933105469,-5.638917922973633,21.499074935913086,-6.030313491821289,8.973504066467285,-11.976215362548828,1.4500166177749634,-9.395881652832031,-5.561330318450928,-12.034090995788574,-0.5131697654724121,-6.252932071685791,-1.2306358814239502,-6.019515514373779,-2.5111846923828125,-5.093842506408691,3.0908665657043457,classics
classics.0014.wav,-45.92750930786133,71.57827758789062,24.606224060058594,46.01422882080078,-4.14665412902832,18.468347549438477,-20.742807388305664,5.5699005126953125,-14.67841625213623,1.2510926723480225,-10.556694984436035,-2.71755313873291,-10.808330535888672,0.35340961813926697,-8.459808349609375,-4.004420280456543,-8.453737258911133,-4.886248588562012,-6.311331748962402,1.0123218297958374,classics
classics.0015.wav,-47.98309326171875,75.86080932617188,20.436792373657227,47.09369659423828,-4.167321681976318,19.11326026916504,-19.283002853393555,4.096761703491211,-14.299834251403809,2.586880683898926,-10.747417449951172,-2.288188934326172,-10.476519584655762,-2.3971004486083984,-9.686227798461914,-3.7674615383148193,-8.557151794433594,-4.930914402008057,-7.14232873916626,1.4145188331604004,classics
