filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
classics.0000.wav,0.3479153513908386,0.09147211909294128,2296.177503813911,2463.031798576918,5098.398018325841,0.09436629930394431,-184.861572265625,79.00543975830078,10.522963523864746,60.236114501953125,12.469210624694824,1.3090848922729492,-26.992841720581055,10.578948974609375,1.4685893058776855,-1.6620739698410034,-1.9464504718780518,-1.6874728202819824,-13.122017860412598,7.15562105178833,-8.988636016845703,-2.809415102005005,5.919092655181885,-9.778453826904297,4.984672546386719,-0.09115564823150635,classics
classics.0001.wav,0.31065887212753296,0.09265422075986862,2275.422429007854,2449.1371511410125,5041.679761138704,0.08934810487964037,-174.6681365966797,81.36510467529297,7.059950351715088,58.50028991699219,14.401826858520508,-1.0319068431854248,-27.48602867126465,9.865043640136719,-0.8414698839187622,-7.235286235809326,-5.877909183502197,-0.0031806963961571455,-11.852067947387695,8.323271751403809,-13.381083488464355,-2.402625322341919,2.851271390914917,-11.050087928771973,2.095811128616333,-4.643474102020264,classics
classics.0002.wav,0.3070318400859833,0.07763265073299408,2278.8123511825524,2346.964463756646,4835.003478012616,0.09990902787848027,-196.14849853515625,81.5372314453125,-2.3613452911376953,55.456050872802734,15.655471801757812,2.4433352947235107,-21.24691390991211,11.790024757385254,2.5745322704315186,-8.192924499511719,-6.844919204711914,-1.2223918437957764,-10.992402076721191,9.27910041809082,-9.092374801635742,-0.9834587574005127,4.2960028648376465,-8.474747657775879,1.6289803981781006,-5.304542541503906,classics
classics.0003.wav,0.33582818508148193,0.08997075259685516,2359.3163410531433,2449.3262961949836,5139.565905506815,0.10280019667198376,-181.0053253173828,78.46818542480469,5.199376106262207,54.22305679321289,10.673111915588379,5.920750141143799,-19.42852210998535,11.305770874023438,-0.6406577229499817,-6.497295379638672,-5.242215633392334,1.042931318283081,-12.504241943359375,7.314175128936768,-8.008349418640137,-3.7846953868865967,2.705700159072876,-6.656329154968262,0.4200550317764282,-6.694087982177734,classics
classics.0004.wav,0.3114549219608307,0.0989166721701622,2277.3155159347157,2431.4865251510396,5001.7733899180685,0.08808491788718098,-174.56787109375,82.27651977539062,6.73298454284668,58.529457092285156,14.021151542663574,-0.8108677864074707,-28.993141174316406,9.987887382507324,-0.4191284477710724,-8.561412811279297,-5.459587097167969,0.48764750361442566,-10.994263648986816,9.836624145507812,-13.630037307739258,-2.4841558933258057,1.998475432395935,-14.201519966125488,2.015561580657959,-5.137628555297852,classics
classics.0005.wav,0.3251858055591583,0.0735701471567154,2303.998755864896,2322.617401650834,4820.889487565255,0.10485415005075406,-199.16964721679688,81.80015563964844,-2.7941339015960693,55.11689376831055,14.241276741027832,3.163447141647339,-17.34986114501953,14.71690559387207,5.594778537750244,-7.5110907554626465,-7.278059005737305,-2.968167304992676,-11.985248565673828,11.959084510803223,-6.785305976867676,-1.9232192039489746,4.3963189125061035,-7.19726037979126,1.4614648818969727,-3.1702463626861572,classics
classics.0006.wav,0.31442663073539734,0.09378476440906525,2293.857052830001,2446.7733595727805,5044.914737710267,0.09267657428219257,-178.297607421875,81.9669189453125,8.646970748901367,54.988731384277344,10.235549926757812,0.18123479187488556,-24.12762451171875,10.804102897644043,0.98329758644104,-5.928406238555908,-4.8362932205200195,1.1467925310134888,-13.13741683959961,10.416376113891602,-9.838117599487305,-4.164616107940674,1.3267196416854858,-9.48614501953125,3.0055456161499023,-5.34908390045166,classics
classics.0007.wav,0.3108731508255005,0.08919613063335419,2217.1656666234553,2412.1601970764395,4876.7084462460125,0.08388071436339907,-181.8367156982422,84.67390441894531,6.740584373474121,58.5289306640625,14.555829048156738,-3.6095387935638428,-29.3006591796875,9.218498229980469,-0.016674865037202835,-7.91058349609375,-6.663332462310791,-0.14361201226711273,-11.714812278747559,9.633413314819336,-12.641715049743652,-3.3477084636688232,3.3892805576324463,-13.022345542907715,4.241437911987305,-5.684255599975586,classics
classics.0008.wav,0.4023776948451996,0.12399723380804062,3225.1755744820057,2906.533238678801,6814.259568499855,0.1539207511600928,-98.050048828125,59.49520492553711,1.425113320350647,19.038482666015625,9.324482917785645,6.976494312286377,-6.462390422821045,10.020172119140625,2.7091314792633057,3.318887948989868,-4.489518165588379,1.476801872253418,-4.484289169311523,-0.5642284750938416,-5.632138252258301,1.5280770063400269,-6.110340118408203,-3.6550021171569824,-5.185459613800049,-3.2301385402679443,classics
classics.0009.wav,0.39395809173583984,0.1323775351047516,3276.297444271251,2980.102700155599,6980.91706809201,0.153550858287413,-76.45626068115234,60.47085189819336,8.61623764038086,19.589155197143555,6.10551643371582,8.898763656616211,-1.0855056047439575,8.291607856750488,-4.97628927230835,1.8297051191329956,-2.427971601486206,-0.6967606544494629,-7.604902744293213,-1.2445193529129028,-8.936443328857422,0.6437450051307678,-5.352189540863037,-4.817654609680176,-4.3082685470581055,-0.9604130387306213,classics
